seed,channel,variant,spend_multiplier,mean,true_mroi,pct_error,q05,q25,q50,q75,q95,truth_in_ci
8,TV,truth,1.0,5.8545600877681325,,,,,,,,
8,TV,truth,2.0,4.723391330067955,,,,,,,,
8,TV,truth,3.0,3.9161793604158275,,,,,,,,
8,TV,truth,5.0,2.850402614126576,,,,,,,,
8,TV,truth,10.0,1.5711101262986562,,,,,,,,
8,Display,truth,1.0,3.312854454593554,,,,,,,,
8,Display,truth,2.0,1.6603298045338513,,,,,,,,
8,Display,truth,3.0,1.0164334683941227,,,,,,,,
8,Display,truth,5.0,0.5061555952562691,,,,,,,,
8,Display,truth,10.0,0.1754338553978526,,,,,,,,
8,TV,default,1.0,6.0833611488342285,5.8545600877681325,3.908082889850717,5.6336541175842285,5.8932037353515625,6.083137512207031,6.2691731452941895,6.533271312713623,1.0
8,Display,default,1.0,2.9301493167877197,3.312854454593554,-11.552126513592565,2.665837526321411,2.819329261779785,2.9313454627990723,3.0339488983154297,3.2096221446990967,0.0
8,TV,default,2.0,3.8212265968322754,4.723391330067955,-19.099936257508865,3.402134656906128,3.6420681476593018,3.8248515129089355,3.999990940093994,4.239682674407959,0.0
8,Display,default,2.0,1.4861634969711304,1.6603298045338513,-10.489862139866801,1.2873831987380981,1.3999078273773193,1.4815740585327148,1.5669002532958984,1.7017000913619995,1.0
8,TV,default,3.0,2.6658942699432373,3.9161793604158275,-31.92614472948534,2.2942285537719727,2.5062787532806396,2.666715621948242,2.817600965499878,3.0424909591674805,0.0
8,Display,default,3.0,0.9175779223442078,1.0164334683941227,-9.725727174853683,0.767091691493988,0.8494077920913696,0.9140960574150085,0.9776120781898499,1.086597204208374,1.0
8,TV,default,5.0,1.5406733751296997,2.850402614126576,-45.948920777221694,1.2606326341629028,1.4170564413070679,1.5407875776290894,1.6555709838867188,1.8330235481262207,0.0
8,Display,default,5.0,0.46239081025123596,0.5061555952562691,-8.646508191394142,0.3715241849422455,0.42060112953186035,0.45876044034957886,0.4979938864707947,0.5664451718330383,1.0
8,TV,default,10.0,0.6252326369285583,1.5711101262986562,-60.20440410491592,0.483097106218338,0.5605229139328003,0.6217297911643982,0.6841607689857483,0.7808137536048889,0.0
8,Display,default,10.0,0.1632375866174698,0.1754338553978526,-6.95206107893136,0.12640701234340668,0.14563077688217163,0.16104280948638916,0.17789208889007568,0.20814049243927002,1.0
8,TV,ec_centred25_alpha_u05,1.0,6.433700084686279,5.8545600877681325,9.892118079514422,5.982447624206543,6.242851257324219,6.43253755569458,6.6289215087890625,6.883119106292725,0.0
8,Display,ec_centred25_alpha_u05,1.0,2.993049383163452,3.312854454593554,-9.653459752409743,2.726685047149658,2.882380247116089,2.997530937194824,3.095824718475342,3.2553117275238037,0.0
8,TV,ec_centred25_alpha_u05,2.0,5.009762763977051,4.723391330067955,6.062835236329578,4.451881408691406,4.77353048324585,5.013060569763184,5.238825798034668,5.569295883178711,1.0
8,Display,ec_centred25_alpha_u05,2.0,1.5152136087417603,1.6603298045338513,-8.740203024472804,1.3224825859069824,1.4395560026168823,1.5144851207733154,1.5901788473129272,1.706460952758789,1.0
8,TV,ec_centred25_alpha_u05,3.0,4.050535678863525,3.9161793604158275,3.430800943535739,3.426934003829956,3.7759411334991455,4.054162502288818,4.311295509338379,4.698596477508545,1.0
8,Display,ec_centred25_alpha_u05,3.0,0.9340022206306458,1.0164334683941227,-8.109851783384435,0.7932243943214417,0.8762603402137756,0.9320869445800781,0.9891685843467712,1.0761836767196655,1.0
8,TV,ec_centred25_alpha_u05,5.0,2.849942445755005,2.850402614126576,-0.016143978022287175,2.231539011001587,2.5672948360443115,2.835232734680176,3.1163229942321777,3.5491530895233154,1.0
8,Display,ec_centred25_alpha_u05,5.0,0.4694651663303375,0.5061555952562691,-7.248843887096612,0.3865761458873749,0.4339261054992676,0.4664129614830017,0.5026954412460327,0.5571444630622864,1.0
8,TV,ec_centred25_alpha_u05,10.0,1.5021560192108154,1.5711101262986562,-4.388878025392673,1.0538259744644165,1.2769393920898438,1.4737181663513184,1.6988604068756104,2.0778112411499023,1.0
8,Display,ec_centred25_alpha_u05,10.0,0.16497057676315308,0.1754338553978526,-5.9642300005154025,0.1317836493253708,0.15026165544986725,0.16346624493598938,0.17867951095104218,0.20204831659793854,1.0
