seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
12345,truth,1.0,5.870155455244179,,,5.870155455244179,0.0,
12345,truth,2.0,4.752675466403847,,,4.752675466403847,0.0,
12345,truth,3.0,3.9500699659905845,,,3.9500699659905845,0.0,
12345,truth,5.0,2.884301530739309,,,2.884301530739309,0.0,
12345,truth,10.0,1.5963218568153092,,,1.5963218568153092,0.0,
12345,default,1.0,6.981042861938477,6.342981338500977,7.651857852935791,5.870155455244179,18.924326879654817,0.0
12345,default,2.0,4.078710556030273,3.530719041824341,4.6463823318481445,4.752675466403847,-14.180747562878205,0.0
12345,default,3.0,2.717672824859619,2.2479069232940674,3.232329845428467,3.9500699659905845,-31.199374991878383,0.0
12345,default,5.0,1.4819308519363403,1.1490094661712646,1.8591768741607666,2.884301530739309,-48.620806939124385,0.0
12345,default,10.0,0.5586513876914978,0.4000353515148163,0.7474335432052612,1.5963218568153092,-65.00383770939419,0.0
12345,ec_alpha_noisy,1.0,6.969937324523926,6.329491138458252,7.604010581970215,5.870155455244179,18.735140451812793,0.0
12345,ec_alpha_noisy,2.0,5.094417095184326,4.436305999755859,5.772708415985107,4.752675466403847,7.190510507107284,1.0
12345,ec_alpha_noisy,3.0,3.9332988262176514,3.23954439163208,4.663949489593506,3.9500699659905845,-0.42457829651955104,1.0
12345,ec_alpha_noisy,5.0,2.593564987182617,1.9645240306854248,3.2921297550201416,2.884301530739309,-10.079963570319572,1.0
12345,ec_alpha_noisy,10.0,1.2463233470916748,0.8377827405929565,1.7608511447906494,1.5963218568153092,-21.92530962533381,1.0
