seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
42,truth,1.0,5.870535179062455,,,5.870535179062455,0.0,
42,truth,2.0,4.753827972606016,,,4.753827972606016,0.0,
42,truth,3.0,3.951643566914736,,,3.951643566914736,0.0,
42,truth,5.0,2.8862898713600096,,,2.8862898713600096,0.0,
42,truth,10.0,1.598081317174851,,,1.598081317174851,0.0,
42,default,1.0,6.301862716674805,5.846428871154785,6.772974014282227,5.870535179062455,7.3473290672152025,1.0
42,default,2.0,4.312475681304932,3.911470890045166,4.720487117767334,4.753827972606016,-9.284145195080306,0.0
42,default,3.0,3.180718183517456,2.807267427444458,3.5472826957702637,3.951643566914736,-19.508980765671215,0.0
42,default,5.0,1.973880410194397,1.6738642454147339,2.2690985202789307,2.8862898713600096,-31.61184433411356,0.0
42,default,10.0,0.8778586387634277,0.6997025609016418,1.052043080329895,1.598081317174851,-45.06796185344688,0.0
42,ec_alpha_noisy,1.0,6.661417007446289,6.1881608963012695,7.153128147125244,5.870535179062455,13.47205670795657,0.0
42,ec_alpha_noisy,2.0,5.664223670959473,5.141841411590576,6.197694778442383,4.753827972606016,19.150791816608038,0.0
42,ec_alpha_noisy,3.0,4.900850772857666,4.297516822814941,5.519923210144043,3.951643566914736,24.020567388470916,0.0
42,ec_alpha_noisy,5.0,3.8113749027252197,3.1415517330169678,4.500340938568115,2.8862898713600096,32.05100917079107,0.0
42,ec_alpha_noisy,10.0,2.3374195098876953,1.7344996929168701,3.0203468799591064,1.598081317174851,46.26411589742345,0.0
