seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
555,truth,1.0,5.872390506997097,,,5.872390506997097,0.0,
555,truth,2.0,4.75758526298426,,,4.75758526298426,0.0,
555,truth,3.0,3.956225830363134,,,3.956225830363134,0.0,
555,truth,5.0,2.890759968984129,,,2.890759968984129,0.0,
555,truth,10.0,1.600947662951077,,,1.600947662951077,0.0,
555,default,1.0,6.253109931945801,5.687294960021973,6.844175815582275,5.872390506997097,6.483210278592111,1.0
555,default,2.0,3.8339414596557617,3.301497459411621,4.366611957550049,4.75758526298426,-19.414130326045488,0.0
555,default,3.0,2.6364407539367676,2.179321050643921,3.106876850128174,3.956225830363134,-33.35970020460702,0.0
555,default,5.0,1.4982413053512573,1.1778706312179565,1.848931908607483,2.890759968984129,-48.17136941751101,0.0
555,default,10.0,0.5970185399055481,0.4377368092536926,0.7797157168388367,1.600947662951077,-62.70842865624695,0.0
555,ec_alpha_noisy,1.0,6.820709705352783,6.266160011291504,7.387010097503662,5.872390506997097,16.148776162377843,0.0
555,ec_alpha_noisy,2.0,5.725132942199707,5.099087238311768,6.366785049438477,4.75758526298426,20.33694880348902,0.0
555,ec_alpha_noisy,3.0,4.904301643371582,4.181811332702637,5.6451029777526855,3.956225830363134,23.964147995096276,0.0
555,ec_alpha_noisy,5.0,3.757920265197754,2.960653305053711,4.5889763832092285,2.890759968984129,29.99765824619338,0.0
555,ec_alpha_noisy,10.0,2.252744674682617,1.5653897523880005,3.028639316558838,1.600947662951077,40.713199239134546,1.0
