seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
8,truth,1.0,5.8545596673661775,,,5.8545596673661775,0.0,
8,truth,2.0,4.723390990892522,,,4.723390990892522,0.0,
8,truth,3.0,3.9161790792043556,,,3.9161790792043556,0.0,
8,truth,5.0,2.850402409445983,,,2.850402409445983,0.0,
8,truth,10.0,1.5711100134809963,,,1.5711100134809963,0.0,
8,default,1.0,6.980031967163086,6.495506763458252,7.459264755249023,5.8545596673661775,19.223859072961336,0.0
8,default,2.0,4.154559135437012,3.693654775619507,4.615117073059082,4.723390990892522,-12.042870398667226,0.0
8,default,3.0,2.8008999824523926,2.398038625717163,3.2129368782043457,3.9161790792043556,-28.47875631311918,0.0
8,default,5.0,1.5502307415008545,1.2619940042495728,1.8665727376937866,2.850402409445983,-45.61361805043646,0.0
8,default,10.0,0.595695436000824,0.45508909225463867,0.7554262280464172,1.5711100134809963,-62.08442242176382,0.0
8,ec_alpha_noisy,1.0,7.135761737823486,6.666682720184326,7.61266565322876,5.8545596673661775,21.883833170218423,0.0
8,ec_alpha_noisy,2.0,4.906458854675293,4.352753639221191,5.489189147949219,4.723390990892522,3.8757719641621113,1.0
8,ec_alpha_noisy,3.0,3.6308915615081787,3.0628621578216553,4.25370979309082,3.9161790792043556,-7.284843515229089,1.0
8,ec_alpha_noisy,5.0,2.261552333831787,1.7820578813552856,2.8332083225250244,2.850402409445983,-20.658489259719914,0.0
8,ec_alpha_noisy,10.0,1.0071148872375488,0.7225427031517029,1.3800468444824219,1.5711100134809963,-35.897876113324735,0.0
