seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
101,truth,1.0,5.87507505674133,,,5.87507505674133,0.0,
101,truth,2.0,4.762085789123219,,,4.762085789123219,0.0,
101,truth,3.0,3.960940107518028,,,3.960940107518028,0.0,
101,truth,5.0,2.8946315469787645,,,2.8946315469787645,0.0,
101,truth,10.0,1.6027432811974631,,,1.6027432811974631,0.0,
101,default,1.0,4.795001983642578,4.314009666442871,5.284985065460205,5.87507505674133,-18.383987654071355,0.0
101,default,2.0,2.951139211654663,2.537705898284912,3.375159740447998,4.762085789123219,-38.0284324487565,0.0
101,default,3.0,2.0344953536987305,1.6831746101379395,2.4134089946746826,3.960940107518028,-48.636048552282475,0.0
101,default,5.0,1.1599862575531006,0.9120086431503296,1.434217929840088,2.8946315469787645,-59.92628979795989,0.0
101,default,10.0,0.4642702639102936,0.34228944778442383,0.6101488471031189,1.6027432811974631,-71.03277428413728,0.0
101,ec_alpha_noisy,1.0,5.092787265777588,4.569432735443115,5.593536853790283,5.87507505674133,-13.315366755461433,0.0
101,ec_alpha_noisy,2.0,3.9689974784851074,3.4614744186401367,4.4774346351623535,4.762085789123219,-16.654221401251423,0.0
101,ec_alpha_noisy,3.0,3.2114789485931396,2.681966781616211,3.7889230251312256,3.960940107518028,-18.92129490931661,0.0
101,ec_alpha_noisy,5.0,2.2625646591186523,1.7479013204574585,2.8652734756469727,2.8946315469787645,-21.835832215669182,0.0
101,ec_alpha_noisy,10.0,1.1958208084106445,0.8168648481369019,1.6601712703704834,1.6027432811974631,-25.389123608291975,1.0
