seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
101,truth,1.0,5.87507505674133,,,5.87507505674133,0.0,
101,truth,2.0,4.762085789123219,,,4.762085789123219,0.0,
101,truth,3.0,3.960940107518028,,,3.960940107518028,0.0,
101,truth,5.0,2.8946315469787645,,,2.8946315469787645,0.0,
101,truth,10.0,1.6027432811974631,,,1.6027432811974631,0.0,
101,default,1.0,5.491771221160889,4.973209381103516,6.031731128692627,5.87507505674133,-6.524237254477638,1.0
101,default,2.0,3.4933159351348877,3.05376935005188,3.9429078102111816,4.762085789123219,-26.6431540751796,0.0
101,default,3.0,2.45609974861145,2.0738420486450195,2.8649868965148926,3.960940107518028,-37.991999829796185,0.0
101,default,5.0,1.4328843355178833,1.149641990661621,1.7420116662979126,2.8946315469787645,-50.498558719383865,0.0
101,default,10.0,0.5881235599517822,0.4421631991863251,0.751918613910675,1.6027432811974631,-63.3051926124828,0.0
101,ec_alpha_noisy,1.0,5.781744956970215,5.265211582183838,6.312386989593506,5.87507505674133,-1.5885771478616917,1.0
101,ec_alpha_noisy,2.0,4.563162326812744,4.0226054191589355,5.143580436706543,4.762085789123219,-4.177233907982581,1.0
101,ec_alpha_noisy,3.0,3.7257542610168457,3.1382381916046143,4.359208583831787,3.960940107518028,-5.937626929899542,1.0
101,ec_alpha_noisy,5.0,2.6573755741119385,2.0835483074188232,3.2799854278564453,2.8946315469787645,-8.196413568229744,1.0
101,ec_alpha_noisy,10.0,1.4273899793624878,0.9984524846076965,1.9392458200454712,1.6027432811974631,-10.940822768819414,1.0
