seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
8,truth,1.0,5.8545600877681325,,,5.8545600877681325,0.0,
8,truth,2.0,4.723391330067955,,,4.723391330067955,0.0,
8,truth,3.0,3.9161793604158275,,,3.9161793604158275,0.0,
8,truth,5.0,2.850402614126576,,,2.850402614126576,0.0,
8,truth,10.0,1.5711101262986562,,,1.5711101262986562,0.0,
8,default,1.0,6.0833611488342285,5.6336541175842285,6.533271312713623,5.8545600877681325,3.908082889850717,1.0
8,default,2.0,3.8212265968322754,3.402134656906128,4.239682674407959,4.723391330067955,-19.099936257508865,0.0
8,default,3.0,2.6658942699432373,2.2942285537719727,3.0424909591674805,3.9161793604158275,-31.92614472948534,0.0
8,default,5.0,1.5406733751296997,1.2606326341629028,1.8330235481262207,2.850402614126576,-45.948920777221694,0.0
8,default,10.0,0.6252326369285583,0.483097106218338,0.7808137536048889,1.5711101262986562,-60.20440410491592,0.0
8,ec_alpha_noisy,1.0,6.293246746063232,5.846412181854248,6.752742767333984,5.8545600877681325,7.49307636643175,1.0
8,ec_alpha_noisy,2.0,4.6123456954956055,4.066934108734131,5.141679763793945,4.723391330067955,-2.350972570607479,1.0
8,ec_alpha_noisy,3.0,3.5689663887023926,2.998899459838867,4.156532287597656,3.9161793604158275,-8.866115153534926,1.0
8,ec_alpha_noisy,5.0,2.361797332763672,1.8516876697540283,2.9379985332489014,2.850402614126576,-17.14162339528388,1.0
8,ec_alpha_noisy,10.0,1.1424626111984253,0.8091193437576294,1.5562742948532104,1.5711101262986562,-27.28309797799293,0.0
