seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
15510,truth,1.0,5.879057004590258,,,5.879057004590258,0.0,
15510,truth,2.0,4.7710458214356715,,,4.7710458214356715,0.0,
15510,truth,3.0,3.9725613146148495,,,3.9725613146148495,0.0,
15510,truth,5.0,2.908607576336676,,,2.908607576336676,0.0,
15510,truth,10.0,1.6161319162813916,,,1.6161319162813916,0.0,
15510,default,1.0,5.871786594390869,5.367599964141846,6.384941101074219,5.879057004590258,-0.12366626473790943,1.0
15510,default,2.0,3.8345565795898438,3.3951618671417236,4.299221515655518,4.7710458214356715,-19.628594586920688,0.0
15510,default,3.0,2.740894317626953,2.3522775173187256,3.1478047370910645,3.9725613146148495,-31.004354607609365,0.0
15510,default,5.0,1.6317994594573975,1.3417720794677734,1.9461514949798584,2.908607576336676,-43.897572407735694,0.0
15510,default,10.0,0.6860585808753967,0.5300007462501526,0.8592292666435242,1.6161319162813916,-57.54934520110398,0.0
15510,ec_alpha_noisy,1.0,6.094990253448486,5.604968070983887,6.60272741317749,5.879057004590258,3.672923203323797,1.0
15510,ec_alpha_noisy,2.0,4.84567403793335,4.300232410430908,5.4109344482421875,4.7710458214356715,1.5641898923373088,1.0
15510,ec_alpha_noisy,3.0,3.9782376289367676,3.390167236328125,4.606208801269531,3.9725613146148495,0.14288802292452552,1.0
15510,ec_alpha_noisy,5.0,2.860165596008301,2.264854669570923,3.5300095081329346,2.908607576336676,-1.6654697843215716,1.0
15510,ec_alpha_noisy,10.0,1.5545544624328613,1.0976157188415527,2.1051483154296875,1.6161319162813916,-3.8101749757046943,1.0
