seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
38578,truth,1.0,5.868417674656497,,,5.868417674656497,0.0,
38578,truth,2.0,4.74903025763519,,,4.74903025763519,0.0,
38578,truth,3.0,3.9452003802981728,,,3.9452003802981728,0.0,
38578,truth,5.0,2.878396138100906,,,2.878396138100906,0.0,
38578,truth,10.0,1.590455121436667,,,1.590455121436667,0.0,
38578,default,1.0,5.813278675079346,5.3734259605407715,6.249690055847168,5.868417674656497,-0.9395888744469505,1.0
38578,default,2.0,3.6778414249420166,3.2740883827209473,4.077980995178223,4.74903025763519,-22.55594878493318,0.0
38578,default,3.0,2.5780844688415527,2.21224308013916,2.9454996585845947,3.9452003802981728,-34.652635599545775,0.0
38578,default,5.0,1.4995431900024414,1.227373719215393,1.7829924821853638,2.878396138100906,-47.903515775566504,0.0
38578,default,10.0,0.6142258048057556,0.47059330344200134,0.7706277370452881,1.590455121436667,-61.380500680149844,0.0
38578,ec_alpha_noisy,1.0,6.1860671043396,5.748616695404053,6.63106632232666,5.868417674656497,5.412863352499797,1.0
38578,ec_alpha_noisy,2.0,5.075270652770996,4.5420708656311035,5.600094795227051,4.74903025763519,6.869621321348651,1.0
38578,ec_alpha_noisy,3.0,4.2701921463012695,3.6478359699249268,4.892892837524414,3.9452003802981728,8.237649160383942,1.0
38578,ec_alpha_noisy,5.0,3.1847338676452637,2.5174903869628906,3.8752212524414062,2.878396138100906,10.642653576740525,1.0
38578,ec_alpha_noisy,10.0,1.8312883377075195,1.2773061990737915,2.4646120071411133,1.590455121436667,15.142408800149386,1.0
