seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
88982,truth,1.0,5.871551512897768,,,5.871551512897768,0.0,
88982,truth,2.0,4.75561624829658,,,4.75561624829658,0.0,
88982,truth,3.0,3.953530230828389,,,3.953530230828389,0.0,
88982,truth,5.0,2.887456977833496,,,2.887456977833496,0.0,
88982,truth,10.0,1.598016664656332,,,1.598016664656332,0.0,
88982,default,1.0,5.952332973480225,5.4669084548950195,6.438555717468262,5.871551512897768,1.375811153236195,1.0
88982,default,2.0,3.790842294692993,3.353487253189087,4.238166332244873,4.75561624829658,-20.2870438494519,0.0
88982,default,3.0,2.665703535079956,2.282014846801758,3.06850528717041,3.953530230828389,-32.57409506335286,0.0
88982,default,5.0,1.5542436838150024,1.2671525478363037,1.8667221069335938,2.887456977833496,-46.1725769164126,0.0
88982,default,10.0,0.6364500522613525,0.48849746584892273,0.806540310382843,1.598016664656332,-60.17250218111919,0.0
88982,ec_alpha_noisy,1.0,6.227455139160156,5.756491184234619,6.690110683441162,5.871551512897768,6.0614920175798614,1.0
88982,ec_alpha_noisy,2.0,4.987549781799316,4.4589619636535645,5.50221586227417,4.75561624829658,4.877044769661842,1.0
88982,ec_alpha_noisy,3.0,4.117117404937744,3.528005599975586,4.727346897125244,3.953530230828389,4.13774941781786,1.0
88982,ec_alpha_noisy,5.0,2.9829134941101074,2.3693771362304688,3.6571812629699707,2.887456977833496,3.305902633681268,1.0
88982,ec_alpha_noisy,10.0,1.6386886835098267,1.147558331489563,2.21488094329834,1.598016664656332,2.5451561146417445,1.0
