seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
12345,truth,1.0,5.870154612200596,,,5.870154612200596,0.0,
12345,truth,2.0,4.752674783847383,,,4.752674783847383,0.0,
12345,truth,3.0,3.9500693987004745,,,3.9500693987004745,0.0,
12345,truth,5.0,2.8843011165097523,,,2.8843011165097523,0.0,
12345,truth,10.0,1.5963216275592176,,,1.5963216275592176,0.0,
12345,default,1.0,5.549990177154541,5.0504984855651855,6.044963836669922,5.870154612200596,-5.454105661554842,1.0
12345,default,2.0,3.5994200706481934,3.1649062633514404,4.031515121459961,4.752674783847383,-24.265382456184128,0.0
12345,default,3.0,2.564418315887451,2.1877503395080566,2.954193353652954,3.9500693987004745,-35.07915793248812,0.0
12345,default,5.0,1.523232340812683,1.2405486106872559,1.8202968835830688,2.8843011165097523,-47.18885860794164,0.0
12345,default,10.0,0.6412013173103333,0.4907759726047516,0.804545521736145,1.5963216275592176,-59.83257344632155,0.0
12345,ec_alpha_noisy,1.0,5.7786478996276855,5.300131797790527,6.272735595703125,5.870154612200596,-1.5588467190067234,1.0
12345,ec_alpha_noisy,2.0,4.535984992980957,4.023279666900635,5.072459697723389,4.752674783847383,-4.559322922807096,1.0
12345,ec_alpha_noisy,3.0,3.6894755363464355,3.1335067749023438,4.269496440887451,3.9500693987004745,-6.597197062911631,1.0
12345,ec_alpha_noisy,5.0,2.6187398433685303,2.071895122528076,3.2051820755004883,2.8843011165097523,-9.2071272177911,1.0
12345,ec_alpha_noisy,10.0,1.3995877504348755,0.9907081127166748,1.8660672903060913,1.5963216275592176,-12.324200444815691,1.0
