seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
61686,truth,1.0,5.857713883722667,,,5.857713883722667,0.0,
61686,truth,2.0,4.7289501241638465,,,4.7289501241638465,0.0,
61686,truth,3.0,3.9218580442189324,,,3.9218580442189324,0.0,
61686,truth,5.0,2.854981800618162,,,2.854981800618162,0.0,
61686,truth,10.0,1.5727943628306054,,,1.5727943628306054,0.0,
61686,default,1.0,4.895078182220459,4.449398040771484,5.360274791717529,5.857713883722667,-16.433641529969,0.0
61686,default,2.0,3.164383888244629,2.795024871826172,3.5657622814178467,4.7289501241638465,-33.08485382251432,0.0
61686,default,3.0,2.2512612342834473,1.920633316040039,2.6000564098358154,3.9218580442189324,-42.597074934878144,0.0
61686,default,5.0,1.336111307144165,1.0883221626281738,1.5962998867034912,2.854981800618162,-53.20070667859005,0.0
61686,default,10.0,0.563117504119873,0.43278220295906067,0.7059739232063293,1.5727943628306054,-64.19636810584612,0.0
61686,ec_alpha_noisy,1.0,5.2484846115112305,4.795219421386719,5.699579238891602,5.857713883722667,-10.400461413869222,0.0
61686,ec_alpha_noisy,2.0,4.444103717803955,3.953594446182251,4.93487024307251,4.7289501241638465,-6.023459729557978,1.0
61686,ec_alpha_noisy,3.0,3.8339757919311523,3.2912497520446777,4.379457950592041,3.9218580442189324,-2.2408320570736606,1.0
61686,ec_alpha_noisy,5.0,2.970684766769409,2.3869998455047607,3.573211908340454,2.854981800618162,4.0526691317680275,1.0
61686,ec_alpha_noisy,10.0,1.8147400617599487,1.2956677675247192,2.386563301086426,1.5727943628306054,15.383174345431039,1.0
