seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
99,truth,1.0,5.851015689322639,,,5.851015689322639,0.0,
99,truth,2.0,4.716504464073664,,,4.716504464073664,0.0,
99,truth,3.0,3.9078035602260175,,,3.9078035602260175,0.0,
99,truth,5.0,2.841578081710171,,,2.841578081710171,0.0,
99,truth,10.0,1.564196790180722,,,1.564196790180722,0.0,
99,default,1.0,6.003878116607666,5.522947311401367,6.514942169189453,5.851015689322639,2.612579343514354,1.0
99,default,2.0,3.8333444595336914,3.3927385807037354,4.28159761428833,4.716504464073664,-18.72488431352367,0.0
99,default,3.0,2.703014612197876,2.3206799030303955,3.1001546382904053,3.9078035602260175,-30.830335493078355,0.0
99,default,5.0,1.5836586952209473,1.2968242168426514,1.8841118812561035,2.841578081710171,-44.26833788541047,0.0
99,default,10.0,0.6540599465370178,0.5068569183349609,0.8187446594238281,1.564196790180722,-58.185571620981925,0.0
99,ec_alpha_noisy,1.0,6.374984264373779,5.888921737670898,6.895009994506836,5.851015689322639,8.955172962658708,0.0
99,ec_alpha_noisy,2.0,5.081182956695557,4.514618396759033,5.6584153175354,4.716504464073664,7.731965386648176,1.0
99,ec_alpha_noisy,3.0,4.18145227432251,3.5391366481781006,4.842360973358154,3.9078035602260175,7.0026220581227205,1.0
99,ec_alpha_noisy,5.0,3.018555164337158,2.3622210025787354,3.7328310012817383,2.841578081710171,6.228126679541246,1.0
99,ec_alpha_noisy,10.0,1.6526923179626465,1.1482329368591309,2.2592673301696777,1.564196790180722,5.6575699641794985,1.0
