seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
57719,truth,1.0,5.865427954849223,,,5.865427954849223,0.0,
57719,truth,2.0,4.743737102161587,,,4.743737102161587,0.0,
57719,truth,3.0,3.9392057634040953,,,3.9392057634040953,0.0,
57719,truth,5.0,2.872422404415512,,,2.872422404415512,0.0,
57719,truth,10.0,1.5857883739557517,,,1.5857883739557517,0.0,
57719,default,1.0,5.99116849899292,5.425719261169434,6.566642761230469,5.865427954849223,2.1437573713567026,1.0
57719,default,2.0,3.706725835800171,3.210848331451416,4.206218719482422,4.743737102161587,-21.86063949220287,0.0
57719,default,3.0,2.5608201026916504,2.1420626640319824,2.9927475452423096,3.9392057634040953,-34.99146131227484,0.0
57719,default,5.0,1.4614406824111938,1.1582356691360474,1.785922884941101,2.872422404415512,-49.12166538721273,0.0
57719,default,10.0,0.5835302472114563,0.43186476826667786,0.754213809967041,1.5857883739557517,-63.20251448458794,0.0
57719,ec_alpha_noisy,1.0,6.324163913726807,5.7696685791015625,6.9007568359375,5.865427954849223,7.8210142961235185,1.0
57719,ec_alpha_noisy,2.0,4.968565940856934,4.3411126136779785,5.6093268394470215,4.743737102161587,4.739487746757676,1.0
57719,ec_alpha_noisy,3.0,4.043895244598389,3.3597846031188965,4.753310203552246,3.9392057634040953,2.657629163900932,1.0
57719,ec_alpha_noisy,5.0,2.871887683868408,2.2160539627075195,3.594437599182129,2.872422404415512,-0.01861566551917271,1.0
57719,ec_alpha_noisy,10.0,1.5334299802780151,1.04990816116333,2.1208364963531494,1.5857883739557517,-3.3017264180798866,1.0
