seed,variant,spend_multiplier,mean,ci_lo,ci_hi,true_mroi,pct_error,truth_in_ci
2559,truth,1.0,5.878495761578846,,,5.878495761578846,0.0,
2559,truth,2.0,4.768757824510989,,,4.768757824510989,0.0,
2559,truth,3.0,3.9689461127712464,,,3.9689461127712464,0.0,
2559,truth,5.0,2.9031779833565228,,,2.9031779833565228,0.0,
2559,truth,10.0,1.6098126600425033,,,1.6098126600425033,0.0,
2559,default,1.0,5.819979667663574,5.326625823974609,6.337785720825195,5.878495761578846,-0.9954263180340539,1.0
2559,default,2.0,3.735666036605835,3.27378249168396,4.197473526000977,4.768757824510989,-21.6637503082072,0.0
2559,default,3.0,2.6416890621185303,2.2339112758636475,3.058199405670166,3.9689461127712464,-33.44104487541107,0.0
2559,default,5.0,1.5526747703552246,1.2464652061462402,1.871132731437683,2.9031779833565228,-46.51809915697651,0.0
2559,default,10.0,0.6436577439308167,0.4831843674182892,0.8158146142959595,1.6098126600425033,-60.01660566429994,0.0
2559,ec_alpha_noisy,1.0,6.170777797698975,5.665108680725098,6.682687759399414,5.878495761578846,4.97205489251944,1.0
2559,ec_alpha_noisy,2.0,4.795652389526367,4.252529144287109,5.373026371002197,4.768757824510989,0.5639742256807967,1.0
2559,ec_alpha_noisy,3.0,3.870299816131592,3.275390625,4.505039691925049,3.9689461127712464,-2.485453161539064,1.0
2559,ec_alpha_noisy,5.0,2.714693307876587,2.1349692344665527,3.353747606277466,2.9031779833565228,-6.492356877893457,1.0
2559,ec_alpha_noisy,10.0,1.4235918521881104,0.9995701313018799,1.9378564357757568,1.6098126600425033,-11.567855842895181,1.0
